Year,Value
1981,10.34
1982,10.19
1983,7.55
1984,11.22
1985,9.91
1986,9.83
1987,9.69
1988,11.51
1989,11.03
1990,9.38
1991,10.4
1992,8.0
1993,6.41
1994,4.49
1995,8.96
1996,3.71
1997,5.51
1998,9.79
1999,7.53
2000,11.29
2001,8.37
2002,10.05
2003,7.92
2004,7.83
2005,6.34
2006,10.08
2007,4.75
2008,3.76
2009,5.35
2010,2.51
2011,3.75
2012,2.8
2013,4.61
2014,1.22
2015,4.81
2016,5.32
2017,4.59
2018,5.04
2019,1.65
2020,1.9
2021,2.39
