Year,Value
2003,6.0
2004,6.0
2005,5.1
2006,5.1
2007,4.7
2008,4.8
2009,8.8
2010,9.2
2011,8.4
2012,7.1
2013,6.5
2014,7.2
2015,5.8
2016,5.0
2017,4.9
2018,5.9
2019,5.5
2020,7.4
2021,6.3
